        FID  IID    SOL           C1           C2 
  HGDP00823    1      0      0.03366    0.0296965 
  HGDP00824    1      0    0.0323076    0.0307582 
  HGDP00825    1      0    0.0350002    0.0288077 
  HGDP00827    1      0    0.0863332    0.0343436 
  HGDP00828    1      0    0.0683949    0.0397333 
  HGDP00830    1      0    0.0940173    0.0381273 
  HGDP00832    1      0    0.0932267    0.0385673 
  HGDP00833    1      0    0.0952553    0.0385435 
  HGDP00834    1      0    0.0943488    0.0390196 
  HGDP00835    1      0    0.0935223    0.0379981 
  HGDP00837    1      0    0.0942427    0.0374176 
  HGDP00838    1      0    0.0931888    0.0372859 
  HGDP00839    1      0    0.0948445    0.0383635 
  HGDP00840    1      0    0.0937227    0.0377742 
  HGDP00841    1      0    0.0953744    0.0379409 
  HGDP00842    1      0    0.0941822    0.0387398 
  HGDP00843    1      0    0.0920709     0.037342 
  HGDP00844    1      0    0.0930741    0.0366919 
  HGDP00845    1      0    0.0931113    0.0376363 
  HGDP00846    1      0    0.0929789     0.038483 
  HGDP00847    1      0    0.0940642    0.0393503 
  HGDP00848    1      0    0.0926232    0.0374871 
  HGDP00849    1      0    0.0935415    0.0378139 
  HGDP00850    1      0    0.0937078    0.0371659 
  HGDP00851    1      0    0.0927354    0.0377588 
  HGDP00852    1      0    0.0935914    0.0378783 
  HGDP00854    1      0    0.0730665    0.0254882 
  HGDP00855    1      0    0.0822832    0.0294559 
  HGDP00856    1      0    0.0776311    0.0264658 
  HGDP00857    1      0    0.0821545    0.0311953 
  HGDP00858    1      0    0.0772735    0.0252516 
  HGDP00859    1      0    0.0744899    0.0282341 
  HGDP00860    1      0    0.0438027   0.00728775 
  HGDP00861    1      0     0.060941    0.0199656 
  HGDP00862    1      0    0.0730713    0.0226294 
  HGDP00863    1      0    0.0674635     0.030891 
  HGDP00864    1      0    0.0769877    0.0269856 
  HGDP00865    1      0    0.0781134    0.0307911 
  HGDP00866    1      0     0.075919    0.0235971 
  HGDP00867    1      0    0.0699554    0.0203656 
  HGDP00868    1      0    0.0634769     0.023742 
  HGDP00869    1      0    0.0626587    0.0180883 
  HGDP00870    1      0    0.0768468     0.026414 
  HGDP00871    1      0     0.050386   0.00643858 
  HGDP00872    1      0    0.0766337    0.0279197 
  HGDP00873    1      0    0.0789344    0.0282512 
  HGDP00874    1      0    0.0781706    0.0291548 
  HGDP00875    1      0    0.0692303    0.0284199 
  HGDP00876    1      0    0.0516789   0.00720398 
  HGDP00877    1      0    0.0692652    0.0205079 
  HGDP00878    1      0    0.0516732   0.00831966 
  HGDP00879    1      0  -0.00980868   -0.0542412 
  HGDP00880    1      0   -0.0112812   -0.0547142 
  HGDP00881    1      0   -0.0104632   -0.0520469 
  HGDP00882    1      0  -0.00775852   -0.0525015 
  HGDP00883    1      0  -0.00908651   -0.0529382 
  HGDP00884    1      0   -0.0131054    -0.056787 
  HGDP00885    1      0   -0.0099005    -0.055537 
  HGDP00886    1      0   -0.0104531   -0.0531206 
  HGDP00887    1      0   -0.0114094   -0.0540492 
  HGDP00888    1      0   -0.0121051   -0.0554461 
  HGDP00889    1      0   -0.0111988   -0.0540749 
  HGDP00890    1      0   -0.0105997   -0.0531035 
  HGDP00891    1      0  -0.00989046   -0.0534967 
  HGDP00892    1      0   -0.0104631   -0.0538854 
  HGDP00893    1      0  -0.00926201   -0.0517053 
  HGDP00894    1      0  -0.00900295   -0.0509202 
  HGDP00895    1      0  -0.00882133   -0.0504016 
  HGDP00896    1      0   -0.0110224   -0.0519656 
  HGDP00897    1      0    -0.010004   -0.0533984 
  HGDP00898    1      0  -0.00760835   -0.0518772 
  HGDP00899    1      0   -0.0104723   -0.0535208 
  HGDP00900    1      0   -0.0131565    -0.056835 
  HGDP00901    1      0  -0.00809179   -0.0533487 
  HGDP00902    1      0   -0.0114891   -0.0541277 
  HGDP00903    1      0   -0.0106364   -0.0555675 
  HGDP00904    1      0    -0.116004    0.0944053 
  HGDP00905    1      0    -0.115482    0.0917884 
  HGDP00906    1      0    -0.115101    0.0920621 
  HGDP00907    1      0    -0.116742    0.0929651 
  HGDP00908    1      0    -0.116693    0.0930501 
  HGDP00909    1      0    -0.117086    0.0931776 
  HGDP00910    1      0    -0.115772    0.0919061 
  HGDP00911    1      0    -0.114538    0.0913742 
  HGDP00912    1      0    -0.116569     0.093323 
  HGDP00913    1      0    -0.116636    0.0932317 
  HGDP00914    1      0    -0.115499     0.091498 
  HGDP00915    1      0    -0.115152     0.090666 
  HGDP00916    1      0    -0.113803    0.0888968 
  HGDP00917    1      0    -0.114731    0.0907161 
  HGDP00918    1      0    -0.113254    0.0867823 
  HGDP00919    1      0    -0.116337    0.0931059 
  HGDP00920    1      0    -0.118734    0.0970935 
  HGDP00921    1      0     -0.11827    0.0960825 
  HGDP00922    1      0    -0.119613    0.0962634 
  HGDP00923    1      0    -0.118819    0.0964932 
  HGDP00924    1      0    -0.117841    0.0945721 
  HGDP00925    1      0    -0.117935    0.0959752 
  HGDP00926    1      0    -0.118985    0.0951961 
  HGDP00927    1      0    -0.118119    0.0958053 
  HGDP00928    1      0    -0.117555     0.095066 
  HGDP00929    1      0    -0.116686    0.0956588 
  HGDP00930    1      0    -0.116703    0.0950492 
  HGDP00931    1      0    -0.117036    0.0954885 
  HGDP00932    1      0    -0.117676    0.0964642 
  HGDP00933    1      0    -0.118071    0.0966037 
  HGDP00934    1      0    -0.117236    0.0947179 
  HGDP00935    1      0    -0.118279    0.0952755 
  HGDP00936    1      0    -0.118711     0.096583 
  HGDP00937    1      0    -0.117913    0.0954426 
  HGDP00938    1      0    -0.117441    0.0948075 
  HGDP00939    1      0    -0.117654    0.0947268 
  HGDP00940    1      0    -0.118951    0.0970531 
  HGDP00941    1      0    -0.117652    0.0959881 
  HGDP00942    1      0    -0.117538    0.0961093 
  HGDP00943    1      0     -0.11698    0.0948955 
  HGDP00945    1      0    0.0612944    0.0256045 
  HGDP00946    1      0    0.0596082    0.0251411 
  HGDP00947    1      0    0.0576584    0.0226401 
  HGDP00948    1      0    0.0546681    0.0192145 
  HGDP00949    1      0    0.0412648   0.00380998 
  HGDP00950    1      0    0.0534127    0.0176249 
  HGDP00951    1      0    0.0609372    0.0257121 
  HGDP00952    1      0    0.0603231    0.0234178 
  HGDP00953    1      0    0.0398884   0.00386047 
  HGDP00954    1      0    0.0605685    0.0257953 
  HGDP00955    1      0    0.0606692    0.0257005 
  HGDP00956    1      0    0.0602341    0.0259897 
  HGDP00957    1      0    0.0620451    0.0265305 
  HGDP00958    1      0    0.0561983    0.0211149 
  HGDP00959    1      0    0.0688399    0.0352783 
  HGDP00960    1      0    0.0621671    0.0254793 
  HGDP00961    1      0    0.0596567    0.0245321 
  HGDP00962    1      0    0.0617201    0.0269921 
  HGDP00963    1      0    0.0607412    0.0264391 
  HGDP00964    1      0    0.0581817    0.0245533 
  HGDP00965    1      0     0.060731    0.0265036 
  HGDP00966    1      0    0.0569259    0.0201027 
  HGDP00967    1      0    0.0605615    0.0251872 
  HGDP00968    1      0    0.0558928    0.0203631 
  HGDP00969    1      0     0.047397    0.0105374 
  HGDP00970    1      0    0.0843551    0.0343724 
  HGDP00971    1      0     0.068619    0.0378717 
  HGDP00972    1      0    0.0711062    0.0393784 
  HGDP00973    1      0    0.0709355    0.0415334 
  HGDP00974    1      0    0.0681486     0.038956 
  HGDP00975    1      0    0.0685759    0.0398529 
  HGDP00976    1      0    0.0704325    0.0391653 
  HGDP00977    1      0    0.0701603    0.0401618 
  HGDP00978    1      0    0.0335621    0.0293742 
  HGDP00979    1      0     0.033286     0.030377 
  HGDP00980    1      0   -0.0198277   -0.0629288 
  HGDP00982    1      0    -0.124933     0.110242 
  HGDP00983    1      0    -0.125173     0.110074 
  HGDP00984    1      0    -0.123834     0.110585 
  HGDP00985    1      0    -0.125535     0.108376 
  HGDP00986    1      0    -0.125461     0.107847 
  HGDP00988    1      0    -0.119684     0.103711 
  HGDP00991    1      0    -0.120603     0.104118 
  HGDP00992    1      0    -0.119417     0.104437 
  HGDP00993    1      0    -0.119581    0.0987067 
  HGDP00994    1      0    -0.119162    0.0983685 
  HGDP00995    1      0    0.0910808    0.0357224 
  HGDP00996    1      0    0.0907607    0.0360623 
  HGDP00997    1      0     0.092018    0.0367699 
  HGDP00998    1      0    0.0913778    0.0371599 
  HGDP00999    1      0     0.091672    0.0363663 
  HGDP01000    1      0    0.0918197    0.0365155 
  HGDP01001    1      0    0.0898547    0.0344105 
  HGDP01003    1      0    0.0903466    0.0360059 
  HGDP01004    1      0    0.0913015    0.0365461 
  HGDP01005    1      0    0.0930751    0.0370574 
  HGDP01006    1      0    0.0915287    0.0348951 
  HGDP01007    1      0     0.091756    0.0366618 
  HGDP01008    1      0    0.0914474    0.0354632 
  HGDP01009    1      0    0.0868347    0.0360887 
  HGDP01010    1      0    0.0902841    0.0353472 
  HGDP01011    1      0    0.0938915    0.0387544 
  HGDP01012    1      0    0.0908366    0.0369151 
  HGDP01013    1      0    0.0909201    0.0375458 
  HGDP01014    1      0    0.0907075     0.036282 
  HGDP01015    1      0    0.0907301    0.0360024 
  HGDP01016    1      0    0.0914199    0.0357488 
  HGDP01017    1      0    0.0899159    0.0352686 
  HGDP01018    1      0    0.0922724    0.0374369 
  HGDP01019    1      0    0.0930534     0.037417 
  HGDP01021    1      0    0.0708656    0.0398089 
  HGDP01023    1      0    0.0688301    0.0382581 
  HGDP01024    1      0      0.06988    0.0370401 
  HGDP01027    1      0    0.0317645    0.0292928 
  HGDP01028    1      0    -0.116999    0.0959521 
  HGDP01029    1      0    -0.119931      0.10485 
  HGDP01030    1      0    -0.119416     0.101029 
  HGDP01031    1      0    -0.117717    0.0964525 
  HGDP01032    1      0     -0.12024      0.10436 
  HGDP01033    1      0    -0.118331    0.0968839 
  HGDP01034    1      0    -0.118076    0.0960954 
  HGDP01035    1      0    -0.118862    0.0959575 
  HGDP01036    1      0    -0.120057     0.104244 
  HGDP01037    1      0    0.0808743    0.0306574 
  HGDP01038    1      0    0.0771132    0.0256557 
  HGDP01039    1      0    0.0794503    0.0276903 
  HGDP01040    1      0    0.0797174    0.0280655 
  HGDP01041    1      0    0.0836108    0.0323974 
  HGDP01042    1      0    0.0837708    0.0328411 
  HGDP01043    1      0     0.085602    0.0331172 
  HGDP01044    1      0    0.0863482    0.0333105 
  HGDP01045    1      0    0.0867044    0.0337545 
  HGDP01046    1      0    0.0891011    0.0345917 
  HGDP01047    1      0    0.0835616    0.0329354 
  HGDP01048    1      0    0.0808849     0.028473 
  HGDP01049    1      0    0.0813822    0.0293191 
  HGDP01050    1      0     0.081966    0.0300017 
  HGDP01051    1      0    0.0808789    0.0302431 
  HGDP01052    1      0    0.0737176    0.0216469 
  HGDP01053    1      0    0.0848998    0.0332594 
  HGDP01054    1      0    0.0855671    0.0339699 
  HGDP01055    1      0    0.0779699    0.0298774 
  HGDP01056    1      0    0.0857219    0.0352196 
  HGDP01057    1      0    0.0830621    0.0326609 
  HGDP01058    1      0    0.0778164    0.0275354 
  HGDP01059    1      0    0.0810344    0.0301257 
  HGDP01060    1      0    0.0788698    0.0289931 
  HGDP01061    1      0    0.0814384    0.0316545 
  HGDP01062    1      0   -0.0305183   -0.0670189 
  HGDP01063    1      0   -0.0290552   -0.0668819 
  HGDP01064    1      0   -0.0289514   -0.0677547 
  HGDP01065    1      0   -0.0299107   -0.0678548 
  HGDP01066    1      0    -0.031464   -0.0665999 
  HGDP01067    1      0     -0.02713    -0.065988 
  HGDP01068    1      0    -0.030247   -0.0677067 
  HGDP01069    1      0   -0.0274795   -0.0668012 
  HGDP01070    1      0   -0.0295597    -0.066242 
  HGDP01071    1      0   -0.0296068   -0.0641452 
  HGDP01072    1      0   -0.0283496   -0.0674997 
  HGDP01073    1      0   -0.0295696   -0.0666061 
  HGDP01074    1      0    -0.029232    -0.067768 
  HGDP01075    1      0   -0.0295211   -0.0679695 
  HGDP01076    1      0   -0.0299448   -0.0669602 
  HGDP01077    1      0    -0.029025   -0.0685815 
  HGDP01078    1      0   -0.0282721   -0.0683617 
  HGDP01079    1      0   -0.0281077   -0.0664519 
  HGDP01081    1      0    -0.124455     0.109932 
  HGDP01084    1      0    -0.126957     0.107713 
  HGDP01085    1      0    -0.126406     0.108633 
  HGDP01086    1      0    -0.124138     0.105753 
  HGDP01087    1      0    -0.126188     0.108164 
  HGDP01088    1      0    -0.125761     0.109342 
  HGDP01089    1      0    -0.126265     0.108548 
  HGDP01090    1      0    -0.124292     0.107863 
  HGDP01091    1      0    -0.124254     0.107817 
  HGDP01093    1      0    -0.126541     0.108942 
  HGDP01094    1      0     -0.12462     0.105808 
  HGDP01095    1      0    0.0692593    0.0400492 
  HGDP01096    1      0    0.0698308    0.0392188 
  HGDP01097    1      0    0.0692401    0.0405527 
  HGDP01098    1      0    0.0690424    0.0388728 
  HGDP01099    1      0    0.0691712    0.0394558 
  HGDP01100    1      0    0.0679391    0.0399098 
  HGDP01101    1      0    0.0685697    0.0394803 
  HGDP01102    1      0     0.069084    0.0418287 
  HGDP01103    1      0    0.0697036    0.0396639 
  HGDP01104    1      0    0.0700381    0.0383106 
  HGDP01147    1      0    -0.025609     -0.06534 
  HGDP01151    1      0   -0.0253059   -0.0649009 
  HGDP01152    1      0   -0.0249708   -0.0642011 
  HGDP01153    1      0   -0.0244945   -0.0646335 
  HGDP01154    1      0   -0.0219931   -0.0628875 
  HGDP01155    1      0   -0.0255262   -0.0640236 
  HGDP01156    1      0   -0.0245962     -0.06538 
  HGDP01157    1      0   -0.0246785   -0.0644347 
  HGDP01161    1      0   -0.0255197    -0.065012 
  HGDP01162    1      0   -0.0269241   -0.0628193 
  HGDP01163    1      0   -0.0248725   -0.0632341 
  HGDP01164    1      0   -0.0264768   -0.0646042 
  HGDP01166    1      0   -0.0256973   -0.0639067 
  HGDP01167    1      0   -0.0235201   -0.0614429 
  HGDP01168    1      0    -0.023326   -0.0635126 
  HGDP01169    1      0   -0.0246962   -0.0648882 
  HGDP01171    1      0   -0.0235895   -0.0648096 
  HGDP01172    1      0   -0.0242701   -0.0642427 
  HGDP01173    1      0   -0.0235968   -0.0652141 
  HGDP01174    1      0     -0.02532   -0.0641879 
  HGDP01177    1      0   -0.0232273   -0.0651975 
  HGDP01179    1      0     0.067013    0.0379273 
  HGDP01180    1      0    0.0686015     0.039209 
  HGDP01181    1      0     0.067491    0.0375619 
  HGDP01182    1      0    0.0660066     0.037384 
  HGDP01183    1      0    0.0654015    0.0391686 
  HGDP01184    1      0    0.0669098    0.0367999 
  HGDP01185    1      0    0.0673417    0.0367362 
  HGDP01186    1      0    0.0659766    0.0385645 
  HGDP01187    1      0    0.0688088    0.0394376 
  HGDP01188    1      0    0.0675543     0.037996 
  HGDP01189    1      0    0.0681901    0.0389125 
  HGDP01190    1      0     0.067784     0.038889 
  HGDP01191    1      0    0.0690615    0.0395973 
  HGDP01192    1      0    0.0696943    0.0403415 
  HGDP01193    1      0    0.0686129    0.0398757 
  HGDP01194    1      0    0.0684947    0.0393378 
  HGDP01195    1      0    0.0694706    0.0393752 
  HGDP01196    1      0    0.0691278    0.0395573 
  HGDP01197    1      0    0.0686127    0.0391193 
  HGDP01198    1      0    0.0698393    0.0386195 
  HGDP01199    1      0    -0.116001    0.0936466 
  HGDP01200    1      0    -0.116139    0.0933723 
  HGDP01201    1      0    -0.116912    0.0935652 
  HGDP01202    1      0    -0.115856    0.0940011 
  HGDP01203    1      0     0.069459    0.0355305 
  HGDP01204    1      0    0.0667261    0.0361603 
  HGDP01205    1      0    0.0667224    0.0345438 
  HGDP01206    1      0    0.0678316    0.0341508 
  HGDP01207    1      0    0.0663236    0.0324326 
  HGDP01208    1      0    0.0686214    0.0350734 
  HGDP01209    1      0    0.0686584    0.0331314 
  HGDP01210    1      0     0.070883     0.037829 
  HGDP01211    1      0     0.068777    0.0342454 
  HGDP01212    1      0    0.0657244    0.0330177 
  HGDP01213    1      0    0.0673025    0.0347145 
  HGDP01214    1      0    0.0648832    0.0322925 
  HGDP01215    1      0    0.0653255    0.0332065 
  HGDP01216    1      0    0.0661484    0.0347928 
  HGDP01217    1      0    0.0657717    0.0323115 
  HGDP01218    1      0    0.0659616    0.0356789 
  HGDP01220    1      0    0.0679733     0.035693 
  HGDP01221    1      0    0.0672439    0.0355614 
  HGDP01222    1      0    0.0666953    0.0338251 
  HGDP01223    1      0    0.0650974    0.0321492 
  HGDP01224    1      0    0.0654329    0.0333765 
  HGDP01225    1      0    0.0664978    0.0340987 
  HGDP01226    1      0    0.0585015    0.0239555 
  HGDP01227    1      0     0.063806    0.0312184 
  HGDP01228    1      0    0.0653416    0.0337002 
  HGDP01229    1      0     0.058703    0.0243894 
  HGDP01230    1      0    0.0608503    0.0264876 
  HGDP01231    1      0    0.0659249    0.0351775 
  HGDP01232    1      0    0.0648148    0.0348528 
  HGDP01234    1      0    0.0679419    0.0354066 
  HGDP01235    1      0    0.0686761    0.0364006 
  HGDP01236    1      0    0.0697394    0.0381696 
  HGDP01237    1      0    0.0691634    0.0368062 
  HGDP01238    1      0    0.0661034    0.0331515 
  HGDP01239    1      0    0.0679381    0.0348642 
  HGDP01240    1      0    0.0681601      0.03617 
  HGDP01241    1      0    0.0678405    0.0363117 
  HGDP01242    1      0     0.068796    0.0364585 
  HGDP01243    1      0    0.0501858    0.0164448 
  HGDP01244    1      0    0.0657506     0.035023 
  HGDP01245    1      0    0.0676344     0.035408 
  HGDP01246    1      0    0.0671757    0.0366358 
  HGDP01247    1      0    0.0589718    0.0263946 
  HGDP01248    1      0    0.0626678    0.0319987 
  HGDP01249    1      0     0.066501    0.0342717 
  HGDP01250    1      0    0.0644284    0.0332605 
  HGDP01251    1      0    0.0674575     0.034511 
  HGDP01253    1      0   -0.0521713   -0.0290791 
  HGDP01254    1      0    -0.051292   -0.0293278 
  HGDP01255    1      0   -0.0481416   -0.0334368 
  HGDP01256    1      0   -0.0545761   -0.0261598 
  HGDP01257    1      0   -0.0572463   -0.0226274 
  HGDP01258    1      0   -0.0502612   -0.0301045 
  HGDP01259    1      0   -0.0522879   -0.0245611 
  HGDP01260    1      0   -0.0542157   -0.0230924 
  HGDP01261    1      0   -0.0639639   -0.0031924 
  HGDP01262    1      0   -0.0522345   -0.0249143 
  HGDP01263    1      0   -0.0470737   -0.0359877 
  HGDP01264    1      0   -0.0500002   -0.0297722 
  HGDP01265    1      0   -0.0528313   -0.0280262 
  HGDP01266    1      0   -0.0515594   -0.0286425 
  HGDP01267    1      0   -0.0521578   -0.0289235 
  HGDP01268    1      0   -0.0532964   -0.0274905 
  HGDP01269    1      0   -0.0520039    -0.026956 
  HGDP01270    1      0   -0.0962863     0.055485 
  HGDP01271    1      0   -0.0854031    0.0315239 
  HGDP01272    1      0   -0.0510117   -0.0291576 
  HGDP01273    1      0   -0.0489625   -0.0298072 
  HGDP01274    1      0   -0.0578491   -0.0174724 
  HGDP01275    1      0    -0.051478     -0.03076 
  HGDP01276    1      0   -0.0547887   -0.0251929 
  HGDP01277    1      0   -0.0517962   -0.0276775 
  HGDP01278    1      0   -0.0511833   -0.0284848 
  HGDP01279    1      0    -0.052025   -0.0283675 
  HGDP01280    1      0    -0.053742   -0.0296119 
  HGDP01281    1      0   -0.0523669   -0.0288447 
  HGDP01282    1      0   -0.0500272   -0.0321544 
  HGDP01283    1      0     -0.11531    0.0912577 
  HGDP01284    1      0     -0.11656    0.0943045 
  HGDP01285    1      0    -0.116902    0.0913847 
  HGDP01286    1      0    -0.116824     0.092013 
  HGDP01287    1      0    0.0666666    0.0374128 
  HGDP01288    1      0    0.0681732    0.0364895 
  HGDP01289    1      0    0.0694338    0.0359359 
  HGDP01290    1      0    0.0681678    0.0367754 
  HGDP01291    1      0    0.0673943    0.0354995 
  HGDP01292    1      0    0.0695531    0.0376193 
  HGDP01293    1      0    0.0665344    0.0373996 
  HGDP01294    1      0    0.0664977     0.036752 
  HGDP01295    1      0    0.0662095    0.0369603 
  HGDP01296    1      0    0.0661358    0.0360982 
  HGDP01297    1      0    0.0231198   -0.0107511 
  HGDP01298    1      0    0.0191848   -0.0147859 
  HGDP01299    1      0    0.0282363  -0.00825563 
  HGDP01300    1      0    0.0241263   -0.0123003 
  HGDP01301    1      0    0.0253594  -0.00701324 
  HGDP01302    1      0    0.0392482   0.00271277 
  HGDP01303    1      0    0.0218423   -0.0128048 
  HGDP01304    1      0    0.0319861  -0.00261749 
  HGDP01305    1      0    0.0302796  -0.00314934 
  HGDP01306    1      0    0.0274558  -0.00711932 
  HGDP01307    1      0    0.0661313    0.0389689 
  HGDP01308    1      0    0.0652227    0.0361974 
  HGDP01309    1      0    0.0662881    0.0387109 
  HGDP01310    1      0    0.0647076    0.0379594 
  HGDP01311    1      0    0.0656041    0.0384547 
  HGDP01312    1      0    0.0662739    0.0394468 
  HGDP01313    1      0    0.0663057    0.0383984 
  HGDP01314    1      0    0.0665326    0.0390746 
  HGDP01315    1      0    0.0662633    0.0379482 
  HGDP01316    1      0    0.0667806    0.0382374 
  HGDP01317    1      0    0.0661995    0.0388812 
  HGDP01318    1      0    0.0656238    0.0390341 
  HGDP01319    1      0    0.0654437    0.0363218 
  HGDP01320    1      0    0.0653616    0.0383371 
  HGDP01321    1      0    0.0655989    0.0391655 
  HGDP01322    1      0    0.0644872    0.0376059 
  HGDP01323    1      0    0.0650607     0.037951 
  HGDP01324    1      0    0.0656811    0.0375102 
  HGDP01325    1      0    0.0670762    0.0382882 
  HGDP01326    1      0    0.0666861    0.0385176 
  HGDP01327    1      0    0.0698699    0.0394394 
  HGDP01328    1      0    0.0696719    0.0404447 
  HGDP01329    1      0    0.0697623      0.04072 
  HGDP01330    1      0    0.0703185     0.041324 
  HGDP01331    1      0    0.0716415    0.0408028 
  HGDP01332    1      0    0.0688936    0.0395827 
  HGDP01333    1      0    0.0704085    0.0385532 
  HGDP01334    1      0    0.0680202    0.0398088 
  HGDP01335    1      0    0.0706092    0.0404834 
  HGDP01336    1      0    0.0681979    0.0402407 
  HGDP01337    1      0    0.0666315    0.0363713 
  HGDP01338    1      0    0.0666469    0.0377806 
  HGDP01339    1      0    0.0664011     0.037459 
  HGDP01340    1      0    0.0664352     0.037122 
  HGDP01341    1      0     0.065652     0.036904 
  HGDP01342    1      0    0.0663416    0.0383719 
  HGDP01343    1      0    0.0666789    0.0374779 
  HGDP01345    1      0     0.066618    0.0372801 
  HGDP01346    1      0    0.0654316    0.0383314 
  HGDP01347    1      0    0.0626749    0.0327124 
  HGDP01348    1      0    0.0612864    0.0311628 
  HGDP01349    1      0    0.0636354    0.0333739 
  HGDP01350    1      0    0.0593458    0.0286378 
  HGDP01351    1      0    0.0626276    0.0316521 
  HGDP01352    1      0    0.0638911    0.0334663 
  HGDP01353    1      0    0.0603049    0.0286808 
  HGDP01354    1      0    0.0630512    0.0331927 
  HGDP01355    1      0    0.0623157    0.0337363 
  HGDP01356    1      0    0.0608604    0.0303073 
  HGDP01357    1      0   -0.0258275   -0.0653053 
  HGDP01358    1      0   -0.0230557   -0.0656264 
  HGDP01359    1      0   -0.0259079   -0.0658318 
  HGDP01360    1      0   -0.0229501   -0.0658757 
  HGDP01361    1      0   -0.0237638   -0.0653915 
  HGDP01362    1      0   -0.0246174   -0.0652054 
  HGDP01363    1      0   -0.0244905   -0.0668074 
  HGDP01364    1      0   -0.0244309   -0.0659762 
  HGDP01365    1      0   -0.0246316   -0.0670434 
  HGDP01366    1      0    -0.022353    -0.066695 
  HGDP01367    1      0   -0.0235254   -0.0653922 
  HGDP01368    1      0   -0.0228367   -0.0664908 
  HGDP01369    1      0   -0.0241617   -0.0660706 
  HGDP01370    1      0   -0.0224282    -0.066354 
  HGDP01371    1      0   -0.0215792   -0.0638168 
  HGDP01372    1      0   -0.0224863   -0.0656626 
  HGDP01373    1      0   -0.0230266   -0.0664616 
  HGDP01374    1      0   -0.0227446    -0.065888 
  HGDP01375    1      0   -0.0244158   -0.0658367 
  HGDP01376    1      0   -0.0250317   -0.0670871 
  HGDP01377    1      0   -0.0248018   -0.0675036 
  HGDP01378    1      0   -0.0248837   -0.0672711 
  HGDP01379    1      0   -0.0240961   -0.0662143 
  HGDP01380    1      0    -0.025124   -0.0667497 
  HGDP01381    1      0    -0.013316   -0.0538667 
  HGDP01382    1      0   -0.0197335   -0.0584832 
  HGDP01383    1      0   -0.0191803   -0.0574039 
  HGDP01384    1      0   -0.0113256   -0.0501653 
  HGDP01385    1      0   -0.0166574   -0.0555191 
  HGDP01386    1      0   -0.0187257   -0.0556345 
  HGDP01387    1      0   -0.0190848    -0.057797 
  HGDP01388    1      0   -0.0100849   -0.0528199 
  HGDP01396    1      0   -0.0138313   -0.0530852 
  HGDP01397    1      0   -0.0148716   -0.0535434 
  HGDP01398    1      0   -0.0195205   -0.0586424 
  HGDP01399    1      0   -0.0199438   -0.0569529 
  HGDP01400    1      0   -0.0184675   -0.0555109 
  HGDP01401    1      0   -0.0183698   -0.0566431 
  HGDP01402    1      0   -0.0161425   -0.0582946 
  HGDP01403    1      0   -0.0201501   -0.0585356 
  HGDP01404    1      0   -0.0148849   -0.0506545 
  HGDP01405    1      0    -0.114769    0.0924243 
  HGDP01406    1      0    -0.114122    0.0898765 
  HGDP01408    1      0    -0.113701    0.0904229 
  HGDP01411    1      0    -0.110129    0.0844402 
  HGDP01412    1      0    -0.113509    0.0918805 
  HGDP01413    1      0    -0.110681    0.0846077 
  HGDP01414    1      0    -0.113646    0.0912708 
  HGDP01415    1      0    -0.103894    0.0762545 
  HGDP01416    1      0    -0.107068    0.0756347 
  HGDP01417    1      0    -0.112261    0.0897104 
  HGDP01418    1      0    -0.114741    0.0910722 
  HGDP01419    1      0     -0.11457    0.0913716 
